HR,Time Stamp,
83.18,1548340541,1/24/19 14:35
82.98,1548340541,1/24/19 14:35
82.83,1548340542,1/24/19 14:35
82.72,1548340542,1/24/19 14:35
82.55,1548340543,1/24/19 14:35
82.4,1548340543,1/24/19 14:35
82.17,1548340544,1/24/19 14:35
81.93,1548340545,1/24/19 14:35
81.62,1548340545,1/24/19 14:35
81.37,1548340546,1/24/19 14:35
81.08,1548340546,1/24/19 14:35
80.77,1548340547,1/24/19 14:35
80.37,1548340547,1/24/19 14:35
79.95,1548340547,1/24/19 14:35
79.65,1548340548,1/24/19 14:35
79.35,1548340548,1/24/19 14:35
79.03,1548340549,1/24/19 14:35
78.95,1548340549,1/24/19 14:35
78.87,1548340550,1/24/19 14:35
78.77,1548340551,1/24/19 14:35
78.7,1548340551,1/24/19 14:35
78.68,1548340552,1/24/19 14:35
78.67,1548340553,1/24/19 14:35
78.58,1548340553,1/24/19 14:35
78.57,1548340554,1/24/19 14:35
78.55,1548340555,1/24/19 14:35
78.57,1548340556,1/24/19 14:35
78.57,1548340556,1/24/19 14:35
78.57,1548340557,1/24/19 14:35
78.48,1548340557,1/24/19 14:35
78.42,1548340558,1/24/19 14:35
78.35,1548340558,1/24/19 14:35
78.28,1548340559,1/24/19 14:35
78.22,1548340560,1/24/19 14:36
78.15,1548340560,1/24/19 14:36
78.02,1548340561,1/24/19 14:36
77.92,1548340562,1/24/19 14:36
77.83,1548340563,1/24/19 14:36
77.78,1548340563,1/24/19 14:36
77.73,1548340564,1/24/19 14:36
77.6,1548340564,1/24/19 14:36
77.47,1548340565,1/24/19 14:36
77.33,1548340565,1/24/19 14:36
77.15,1548340566,1/24/19 14:36
76.98,1548340566,1/24/19 14:36
76.88,1548340567,1/24/19 14:36
76.78,1548340567,1/24/19 14:36
76.7,1548340567,1/24/19 14:36
76.62,1548340568,1/24/19 14:36
76.55,1548340568,1/24/19 14:36
76.52,1548340568,1/24/19 14:36
76.48,1548340569,1/24/19 14:36
76.47,1548340569,1/24/19 14:36
76.48,1548340570,1/24/19 14:36
76.52,1548340571,1/24/19 14:36
76.6,1548340571,1/24/19 14:36
76.7,1548340572,1/24/19 14:36
76.82,1548340573,1/24/19 14:36
76.98,1548340573,1/24/19 14:36
77.15,1548340574,1/24/19 14:36
77.33,1548340574,1/24/19 14:36
77.52,1548340575,1/24/19 14:36
77.68,1548340576,1/24/19 14:36
77.85,1548340576,1/24/19 14:36
78,1548340577,1/24/19 14:36
78.13,1548340577,1/24/19 14:36
78.33,1548340578,1/24/19 14:36
78.53,1548340578,1/24/19 14:36
78.78,1548340579,1/24/19 14:36
79.05,1548340580,1/24/19 14:36
79.32,1548340581,1/24/19 14:36
79.6,1548340581,1/24/19 14:36
79.95,1548340582,1/24/19 14:36
80.33,1548340582,1/24/19 14:36
80.58,1548340583,1/24/19 14:36
80.8,1548340584,1/24/19 14:36
81.03,1548340585,1/24/19 14:36
81.02,1548340585,1/24/19 14:36
81,1548340586,1/24/19 14:36
81,1548340586,1/24/19 14:36
81,1548340586,1/24/19 14:36
80.97,1548340587,1/24/19 14:36
80.9,1548340588,1/24/19 14:36
80.93,1548340589,1/24/19 14:36
80.92,1548340590,1/24/19 14:36
80.9,1548340591,1/24/19 14:36
80.88,1548340591,1/24/19 14:36
80.97,1548340592,1/24/19 14:36
81.03,1548340593,1/24/19 14:36
81.13,1548340593,1/24/19 14:36
81.2,1548340594,1/24/19 14:36
81.28,1548340594,1/24/19 14:36
81.32,1548340595,1/24/19 14:36
81.37,1548340595,1/24/19 14:36
81.43,1548340596,1/24/19 14:36
81.52,1548340597,1/24/19 14:36
81.58,1548340598,1/24/19 14:36
81.65,1548340599,1/24/19 14:36
81.68,1548340599,1/24/19 14:36
81.72,1548340600,1/24/19 14:36
81.73,1548340601,1/24/19 14:36
81.78,1548340601,1/24/19 14:36
81.83,1548340601,1/24/19 14:36
81.9,1548340602,1/24/19 14:36
81.95,1548340603,1/24/19 14:36
81.93,1548340603,1/24/19 14:36
81.88,1548340604,1/24/19 14:36
81.82,1548340605,1/24/19 14:36
81.75,1548340606,1/24/19 14:36
81.7,1548340606,1/24/19 14:36
81.63,1548340607,1/24/19 14:36
81.57,1548340608,1/24/19 14:36
81.48,1548340608,1/24/19 14:36
81.4,1548340609,1/24/19 14:36
81.33,1548340609,1/24/19 14:36
81.27,1548340611,1/24/19 14:36
81.18,1548340611,1/24/19 14:36
81.12,1548340612,1/24/19 14:36
80.98,1548340613,1/24/19 14:36
80.87,1548340614,1/24/19 14:36
80.75,1548340614,1/24/19 14:36
80.58,1548340615,1/24/19 14:36
80.43,1548340617,1/24/19 14:36
80.3,1548340617,1/24/19 14:36
80.15,1548340618,1/24/19 14:36
80.02,1548340619,1/24/19 14:36
79.88,1548340619,1/24/19 14:36
79.7,1548340619,1/24/19 14:36
79.5,1548340620,1/24/19 14:37
79.27,1548340621,1/24/19 14:37
79.03,1548340622,1/24/19 14:37
78.8,1548340622,1/24/19 14:37
78.58,1548340623,1/24/19 14:37
78.4,1548340624,1/24/19 14:37
78.18,1548340624,1/24/19 14:37
78,1548340625,1/24/19 14:37
77.7,1548340626,1/24/19 14:37
77.43,1548340627,1/24/19 14:37
77.23,1548340627,1/24/19 14:37
77.02,1548340628,1/24/19 14:37
76.82,1548340629,1/24/19 14:37
76.62,1548340630,1/24/19 14:37
76.45,1548340631,1/24/19 14:37
76.35,1548340632,1/24/19 14:37
76.25,1548340633,1/24/19 14:37
76.18,1548340633,1/24/19 14:37
76.03,1548340634,1/24/19 14:37
75.83,1548340635,1/24/19 14:37
75.7,1548340635,1/24/19 14:37
75.57,1548340635,1/24/19 14:37
75.47,1548340636,1/24/19 14:37
75.35,1548340637,1/24/19 14:37
75.25,1548340638,1/24/19 14:37
75.05,1548340639,1/24/19 14:37
74.72,1548340639,1/24/19 14:37
74.32,1548340639,1/24/19 14:37
74.02,1548340640,1/24/19 14:37
73.78,1548340641,1/24/19 14:37
73.6,1548340642,1/24/19 14:37
73.4,1548340643,1/24/19 14:37
73.32,1548340643,1/24/19 14:37
73.18,1548340643,1/24/19 14:37
73.05,1548340644,1/24/19 14:37
73,1548340645,1/24/19 14:37
72.92,1548340645,1/24/19 14:37
72.85,1548340645,1/24/19 14:37
72.8,1548340647,1/24/19 14:37
72.77,1548340647,1/24/19 14:37
72.77,1548340649,1/24/19 14:37
72.77,1548340650,1/24/19 14:37
72.85,1548340650,1/24/19 14:37
72.93,1548340651,1/24/19 14:37
73.02,1548340652,1/24/19 14:37
73.13,1548340653,1/24/19 14:37
73.23,1548340654,1/24/19 14:37
73.35,1548340655,1/24/19 14:37
73.45,1548340655,1/24/19 14:37
73.53,1548340656,1/24/19 14:37
73.65,1548340657,1/24/19 14:37
73.75,1548340657,1/24/19 14:37
73.83,1548340658,1/24/19 14:37
74,1548340659,1/24/19 14:37
74.18,1548340659,1/24/19 14:37
74.35,1548340661,1/24/19 14:37
74.57,1548340661,1/24/19 14:37
74.8,1548340661,1/24/19 14:37
75.05,1548340662,1/24/19 14:37
75.33,1548340662,1/24/19 14:37
75.67,1548340664,1/24/19 14:37
76,1548340664,1/24/19 14:37
76.32,1548340664,1/24/19 14:37
76.63,1548340665,1/24/19 14:37
76.95,1548340666,1/24/19 14:37
77.22,1548340666,1/24/19 14:37
77.53,1548340667,1/24/19 14:37
77.83,1548340668,1/24/19 14:37
78.25,1548340668,1/24/19 14:37
78.63,1548340668,1/24/19 14:37
78.95,1548340669,1/24/19 14:37
79.27,1548340670,1/24/19 14:37
79.58,1548340671,1/24/19 14:37
79.97,1548340671,1/24/19 14:37
80.37,1548340672,1/24/19 14:37
80.68,1548340672,1/24/19 14:37
80.98,1548340673,1/24/19 14:37
81.27,1548340673,1/24/19 14:37
81.6,1548340675,1/24/19 14:37
81.87,1548340675,1/24/19 14:37
82.07,1548340676,1/24/19 14:37
82.25,1548340677,1/24/19 14:37
82.4,1548340678,1/24/19 14:37
82.53,1548340679,1/24/19 14:37
82.68,1548340680,1/24/19 14:38
82.93,1548340680,1/24/19 14:38
83.28,1548340681,1/24/19 14:38
83.65,1548340682,1/24/19 14:38
83.93,1548340683,1/24/19 14:38
84.12,1548340683,1/24/19 14:38
84.28,1548340684,1/24/19 14:38
84.47,1548340684,1/24/19 14:38
84.63,1548340684,1/24/19 14:38
84.82,1548340685,1/24/19 14:38
84.98,1548340686,1/24/19 14:38
85.05,1548340686,1/24/19 14:38
85.13,1548340687,1/24/19 14:38
85.23,1548340687,1/24/19 14:38
85.33,1548340687,1/24/19 14:38
85.4,1548340688,1/24/19 14:38
85.48,1548340689,1/24/19 14:38
85.57,1548340689,1/24/19 14:38
85.57,1548340690,1/24/19 14:38
85.58,1548340691,1/24/19 14:38
85.6,1548340691,1/24/19 14:38
85.57,1548340692,1/24/19 14:38
85.52,1548340692,1/24/19 14:38
85.45,1548340693,1/24/19 14:38
85.35,1548340694,1/24/19 14:38
85.25,1548340694,1/24/19 14:38
85.17,1548340695,1/24/19 14:38
85.05,1548340695,1/24/19 14:38
85,1548340695,1/24/19 14:38
84.92,1548340696,1/24/19 14:38
84.82,1548340697,1/24/19 14:38
84.72,1548340697,1/24/19 14:38
84.6,1548340698,1/24/19 14:38
84.5,1548340699,1/24/19 14:38
84.4,1548340699,1/24/19 14:38
84.3,1548340700,1/24/19 14:38
84.17,1548340701,1/24/19 14:38
84.03,1548340702,1/24/19 14:38
83.95,1548340702,1/24/19 14:38
83.83,1548340703,1/24/19 14:38
83.68,1548340704,1/24/19 14:38
83.55,1548340704,1/24/19 14:38
83.43,1548340704,1/24/19 14:38
83.37,1548340705,1/24/19 14:38
83.32,1548340705,1/24/19 14:38
83.27,1548340706,1/24/19 14:38
83.22,1548340707,1/24/19 14:38
83.15,1548340707,1/24/19 14:38
83.08,1548340708,1/24/19 14:38
82.98,1548340708,1/24/19 14:38
82.87,1548340709,1/24/19 14:38
82.75,1548340711,1/24/19 14:38
82.63,1548340711,1/24/19 14:38
82.53,1548340712,1/24/19 14:38
82.47,1548340713,1/24/19 14:38
82.43,1548340713,1/24/19 14:38
82.42,1548340714,1/24/19 14:38
82.38,1548340715,1/24/19 14:38
82.33,1548340716,1/24/19 14:38
82.28,1548340716,1/24/19 14:38
82.22,1548340717,1/24/19 14:38
82.15,1548340718,1/24/19 14:38
82.1,1548340718,1/24/19 14:38
82.05,1548340719,1/24/19 14:38
82,1548340720,1/24/19 14:38
81.98,1548340720,1/24/19 14:38
81.95,1548340720,1/24/19 14:38
81.93,1548340721,1/24/19 14:38
81.95,1548340721,1/24/19 14:38
81.97,1548340722,1/24/19 14:38
81.98,1548340722,1/24/19 14:38
82.02,1548340723,1/24/19 14:38
82.03,1548340723,1/24/19 14:38
82.02,1548340724,1/24/19 14:38
82,1548340725,1/24/19 14:38
82.02,1548340725,1/24/19 14:38
81.98,1548340726,1/24/19 14:38
81.93,1548340727,1/24/19 14:38
81.9,1548340728,1/24/19 14:38
81.85,1548340728,1/24/19 14:38
81.85,1548340729,1/24/19 14:38
81.87,1548340730,1/24/19 14:38
81.9,1548340730,1/24/19 14:38
81.95,1548340730,1/24/19 14:38
82.05,1548340731,1/24/19 14:38
82.15,1548340732,1/24/19 14:38
82.23,1548340732,1/24/19 14:38
82.32,1548340732,1/24/19 14:38
82.35,1548340733,1/24/19 14:38
82.38,1548340734,1/24/19 14:38
82.42,1548340734,1/24/19 14:38
82.45,1548340735,1/24/19 14:38
82.48,1548340736,1/24/19 14:38
82.48,1548340736,1/24/19 14:38
82.48,1548340737,1/24/19 14:38
82.43,1548340737,1/24/19 14:38
82.4,1548340738,1/24/19 14:38
82.37,1548340739,1/24/19 14:38
82.32,1548340739,1/24/19 14:38
82.32,1548340740,1/24/19 14:39
82.37,1548340741,1/24/19 14:39
82.45,1548340741,1/24/19 14:39
82.52,1548340742,1/24/19 14:39
82.55,1548340743,1/24/19 14:39
82.57,1548340744,1/24/19 14:39
82.55,1548340744,1/24/19 14:39
82.53,1548340744,1/24/19 14:39
82.53,1548340745,1/24/19 14:39
82.52,1548340746,1/24/19 14:39
82.5,1548340746,1/24/19 14:39
82.5,1548340747,1/24/19 14:39
82.48,1548340748,1/24/19 14:39
82.47,1548340749,1/24/19 14:39
82.45,1548340749,1/24/19 14:39
82.42,1548340750,1/24/19 14:39
82.38,1548340750,1/24/19 14:39
82.35,1548340751,1/24/19 14:39
82.33,1548340751,1/24/19 14:39
82.32,1548340751,1/24/19 14:39
82.3,1548340752,1/24/19 14:39
82.3,1548340753,1/24/19 14:39
82.28,1548340753,1/24/19 14:39
82.25,1548340754,1/24/19 14:39
82.23,1548340754,1/24/19 14:39
82.2,1548340755,1/24/19 14:39
82.15,1548340755,1/24/19 14:39
82.1,1548340756,1/24/19 14:39
82.03,1548340756,1/24/19 14:39
81.95,1548340757,1/24/19 14:39
81.87,1548340758,1/24/19 14:39
81.82,1548340759,1/24/19 14:39
81.77,1548340759,1/24/19 14:39
81.73,1548340760,1/24/19 14:39
81.72,1548340760,1/24/19 14:39
81.68,1548340761,1/24/19 14:39
81.57,1548340762,1/24/19 14:39
81.52,1548340763,1/24/19 14:39
81.47,1548340763,1/24/19 14:39
81.42,1548340765,1/24/19 14:39
81.37,1548340765,1/24/19 14:39
81.27,1548340766,1/24/19 14:39
81.15,1548340767,1/24/19 14:39
81.03,1548340767,1/24/19 14:39
80.92,1548340768,1/24/19 14:39
80.75,1548340770,1/24/19 14:39
80.62,1548340771,1/24/19 14:39
80.52,1548340772,1/24/19 14:39
80.45,1548340772,1/24/19 14:39
80.4,1548340773,1/24/19 14:39
80.33,1548340774,1/24/19 14:39
80.23,1548340774,1/24/19 14:39
80.17,1548340775,1/24/19 14:39
80.05,1548340777,1/24/19 14:39
79.95,1548340777,1/24/19 14:39
79.82,1548340778,1/24/19 14:39
79.75,1548340778,1/24/19 14:39
79.72,1548340779,1/24/19 14:39
79.63,1548340780,1/24/19 14:39
79.52,1548340780,1/24/19 14:39
79.37,1548340780,1/24/19 14:39
79.18,1548340781,1/24/19 14:39
78.98,1548340781,1/24/19 14:39
78.75,1548340782,1/24/19 14:39
78.53,1548340783,1/24/19 14:39
78.33,1548340784,1/24/19 14:39
78.18,1548340784,1/24/19 14:39
78.05,1548340785,1/24/19 14:39
77.97,1548340785,1/24/19 14:39
77.92,1548340786,1/24/19 14:39
77.9,1548340786,1/24/19 14:39
77.88,1548340787,1/24/19 14:39
77.88,1548340787,1/24/19 14:39
77.9,1548340788,1/24/19 14:39
77.9,1548340789,1/24/19 14:39
77.92,1548340789,1/24/19 14:39
77.92,1548340789,1/24/19 14:39
77.9,1548340790,1/24/19 14:39
77.92,1548340791,1/24/19 14:39
77.97,1548340792,1/24/19 14:39
78.03,1548340793,1/24/19 14:39
78.08,1548340793,1/24/19 14:39
78.15,1548340794,1/24/19 14:39
78.22,1548340795,1/24/19 14:39
78.27,1548340795,1/24/19 14:39
78.33,1548340795,1/24/19 14:39
78.35,1548340796,1/24/19 14:39
78.33,1548340797,1/24/19 14:39
78.33,1548340798,1/24/19 14:39
78.35,1548340798,1/24/19 14:39
78.37,1548340799,1/24/19 14:39
78.33,1548340799,1/24/19 14:39
78.27,1548340800,1/24/19 14:40
78.23,1548340801,1/24/19 14:40
78.18,1548340801,1/24/19 14:40
78.22,1548340802,1/24/19 14:40
78.35,1548340803,1/24/19 14:40
78.42,1548340803,1/24/19 14:40
78.47,1548340804,1/24/19 14:40
78.5,1548340805,1/24/19 14:40
78.52,1548340806,1/24/19 14:40
78.55,1548340806,1/24/19 14:40
78.62,1548340807,1/24/19 14:40
78.63,1548340808,1/24/19 14:40
78.63,1548340809,1/24/19 14:40
78.7,1548340809,1/24/19 14:40
78.78,1548340809,1/24/19 14:40
78.88,1548340810,1/24/19 14:40
78.93,1548340811,1/24/19 14:40
78.9,1548340812,1/24/19 14:40
78.9,1548340812,1/24/19 14:40
78.98,1548340813,1/24/19 14:40
79.08,1548340814,1/24/19 14:40
79.22,1548340814,1/24/19 14:40
79.3,1548340814,1/24/19 14:40
79.35,1548340815,1/24/19 14:40
79.38,1548340816,1/24/19 14:40
79.4,1548340817,1/24/19 14:40
79.4,1548340817,1/24/19 14:40
79.37,1548340817,1/24/19 14:40
79.33,1548340818,1/24/19 14:40
79.28,1548340819,1/24/19 14:40
79.23,1548340819,1/24/19 14:40
79.18,1548340819,1/24/19 14:40
79.12,1548340820,1/24/19 14:40
78.97,1548340821,1/24/19 14:40
78.8,1548340821,1/24/19 14:40
78.68,1548340822,1/24/19 14:40
78.5,1548340823,1/24/19 14:40
78.27,1548340824,1/24/19 14:40
78.02,1548340824,1/24/19 14:40
77.78,1548340825,1/24/19 14:40
77.55,1548340825,1/24/19 14:40
77.48,1548340826,1/24/19 14:40
77.42,1548340827,1/24/19 14:40
77.38,1548340827,1/24/19 14:40
77.38,1548340828,1/24/19 14:40
77.47,1548340828,1/24/19 14:40
77.5,1548340829,1/24/19 14:40
77.52,1548340830,1/24/19 14:40
77.53,1548340831,1/24/19 14:40
77.6,1548340831,1/24/19 14:40
77.67,1548340832,1/24/19 14:40
77.77,1548340832,1/24/19 14:40
77.85,1548340833,1/24/19 14:40
77.9,1548340834,1/24/19 14:40
77.98,1548340834,1/24/19 14:40
78.03,1548340835,1/24/19 14:40
78.07,1548340836,1/24/19 14:40
78.08,1548340837,1/24/19 14:40
78.1,1548340837,1/24/19 14:40
78.13,1548340838,1/24/19 14:40
78.22,1548340838,1/24/19 14:40
78.32,1548340839,1/24/19 14:40
78.38,1548340840,1/24/19 14:40
78.4,1548340840,1/24/19 14:40
78.43,1548340841,1/24/19 14:40
78.47,1548340842,1/24/19 14:40
78.47,1548340842,1/24/19 14:40
78.38,1548340843,1/24/19 14:40
78.33,1548340844,1/24/19 14:40
78.25,1548340845,1/24/19 14:40
78.13,1548340845,1/24/19 14:40
78.05,1548340845,1/24/19 14:40
77.88,1548340846,1/24/19 14:40
77.7,1548340846,1/24/19 14:40
77.48,1548340847,1/24/19 14:40
77.25,1548340848,1/24/19 14:40
77.05,1548340848,1/24/19 14:40
76.88,1548340849,1/24/19 14:40
76.7,1548340849,1/24/19 14:40
76.48,1548340850,1/24/19 14:40
76.3,1548340850,1/24/19 14:40
76.12,1548340851,1/24/19 14:40
75.93,1548340852,1/24/19 14:40
75.78,1548340852,1/24/19 14:40
75.65,1548340853,1/24/19 14:40
75.57,1548340854,1/24/19 14:40
75.55,1548340854,1/24/19 14:40
75.57,1548340855,1/24/19 14:40
75.73,1548340856,1/24/19 14:40
75.95,1548340856,1/24/19 14:40
76.15,1548340857,1/24/19 14:40
76.38,1548340859,1/24/19 14:40
76.62,1548340859,1/24/19 14:40
76.9,1548340860,1/24/19 14:41
77.18,1548340860,1/24/19 14:41
77.4,1548340860,1/24/19 14:41
77.67,1548340861,1/24/19 14:41
77.93,1548340862,1/24/19 14:41
78.18,1548340862,1/24/19 14:41
78.43,1548340863,1/24/19 14:41
78.67,1548340863,1/24/19 14:41
78.7,1548340863,1/24/19 14:41
78.72,1548340864,1/24/19 14:41
78.72,1548340864,1/24/19 14:41
78.7,1548340865,1/24/19 14:41
78.62,1548340866,1/24/19 14:41
78.57,1548340866,1/24/19 14:41
78.53,1548340867,1/24/19 14:41
78.5,1548340867,1/24/19 14:41
78.47,1548340868,1/24/19 14:41
78.42,1548340869,1/24/19 14:41
78.32,1548340869,1/24/19 14:41
78.22,1548340870,1/24/19 14:41
78.13,1548340871,1/24/19 14:41
78.07,1548340871,1/24/19 14:41
78.07,1548340872,1/24/19 14:41
78.07,1548340872,1/24/19 14:41
78.07,1548340873,1/24/19 14:41
78.05,1548340874,1/24/19 14:41
78.07,1548340875,1/24/19 14:41
78.12,1548340876,1/24/19 14:41
78.13,1548340876,1/24/19 14:41
78.15,1548340877,1/24/19 14:41
78.12,1548340878,1/24/19 14:41
78.08,1548340878,1/24/19 14:41
78.03,1548340879,1/24/19 14:41
78,1548340879,1/24/19 14:41
78.05,1548340880,1/24/19 14:41
78.07,1548340880,1/24/19 14:41
78.08,1548340881,1/24/19 14:41
78.18,1548340882,1/24/19 14:41
78.28,1548340883,1/24/19 14:41
78.5,1548340883,1/24/19 14:41
78.73,1548340884,1/24/19 14:41
78.92,1548340885,1/24/19 14:41
79.08,1548340885,1/24/19 14:41
79.25,1548340886,1/24/19 14:41
79.47,1548340886,1/24/19 14:41
79.7,1548340887,1/24/19 14:41
79.92,1548340888,1/24/19 14:41
80.03,1548340889,1/24/19 14:41
80.17,1548340889,1/24/19 14:41
80.35,1548340889,1/24/19 14:41
80.57,1548340889,1/24/19 14:41
80.78,1548340890,1/24/19 14:41
80.92,1548340891,1/24/19 14:41
81.05,1548340891,1/24/19 14:41
81.2,1548340891,1/24/19 14:41
81.22,1548340892,1/24/19 14:41
81.22,1548340892,1/24/19 14:41
81.22,1548340893,1/24/19 14:41
81.2,1548340893,1/24/19 14:41
81.18,1548340894,1/24/19 14:41
81.13,1548340894,1/24/19 14:41
81.08,1548340894,1/24/19 14:41
81.08,1548340895,1/24/19 14:41
81.05,1548340895,1/24/19 14:41
81.03,1548340896,1/24/19 14:41
81.02,1548340896,1/24/19 14:41
81.12,1548340897,1/24/19 14:41
81.17,1548340897,1/24/19 14:41
81.22,1548340897,1/24/19 14:41
81.28,1548340898,1/24/19 14:41